Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 1995,Year ending Mar 1996,Year ending Jun 1996,Year ending Sep 1996,Year ending Dec 1996,Year ending Mar 1997,Year ending Jun 1997,Year ending Sep 1997,Year ending Dec 1997,Year ending Mar 1998,Year ending Jun 1998,Year ending Sep 1998,Year ending Dec 1998,Year ending Mar 1999,Year ending Jun 1999,Year ending Sep 1999,Year ending Dec 1999,Year ending Mar 2000,Year ending Jun 2000,Year ending Sep 2000,Year ending Dec 2000,Year ending Mar 2001,Year ending Jun 2001,Year ending Sep 2001,Year ending Dec 2001,Year ending Mar 2002,Year ending Jun 2002,Year ending Sep 2002,Year ending Dec 2002,Year ending Mar 2003,Year ending Jun 2003,Year ending Sep 2003,Year ending Dec 2003,Year ending Mar 2004,Year ending Jun 2004,Year ending Sep 2004,Year ending Dec 2004,Year ending Mar 2005,Year ending Jun 2005,Year ending Sep 2005,Year ending Dec 2005,Year ending Mar 2006,Year ending Jun 2006,Year ending Sep 2006,Year ending Dec 2006,Year ending Mar 2007,Year ending Jun 2007,Year ending Sep 2007,Year ending Dec 2007,Year ending Mar 2008,Year ending Jun 2008,Year ending Sep 2008,Year ending Dec 2008,Year ending Mar 2009,Year ending Jun 2009,Year ending Sep 2009,Year ending Dec 2009,Year ending Mar 2010,Year ending Jun 2010,Year ending Sep 2010,Year ending Dec 2010,Year ending Mar 2011,Year ending Jun 2011,Year ending Sep 2011,Year ending Dec 2011,Year ending Mar 2012,Year ending Jun 2012,Year ending Sep 2012,Year ending Dec 2012,Year ending Mar 2013,Year ending Jun 2013,Year ending Sep 2013,Year ending Dec 2013,Year ending Mar 2014,Year ending Jun 2014,Year ending Sep 2014,Year ending Dec 2014,Year ending Mar 2015,Year ending Jun 2015,Year ending Sep 2015,Year ending Dec 2015,Year ending Mar 2016,Year ending Jun 2016,Year ending Sep 2016,Year ending Dec 2016,Year ending Mar 2017,Year ending Jun 2017,Year ending Sep 2017,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020,Year ending Jun 2020,Year ending Sep 2020,Year ending Dec 2020,Year ending Mar 2021,Year ending Jun 2021,Year ending Sep 2021,Year ending Dec 2021,Year ending Mar 2022,Year ending Jun 2022,Year ending Sep 2022,Year ending Dec 2022
E08000012,Liverpool,E01006619,Liverpool 021B,"46,954","45,156","41,519","47,110","47,330","47,520","48,716","46,099","44,281","44,713","46,719","46,951","46,678","47,078","44,881","44,927","48,362","46,502","47,977","54,036","58,106","62,070","72,188","69,235","69,635","69,706","69,126","73,953","73,162","82,305","85,601","91,129","102,513","102,828","103,211","104,912","108,737","109,533","119,040","133,182","135,353","135,589","128,837","123,694","140,673","143,564","148,816","148,952","136,006","141,255","132,445","136,571","131,787","116,167","112,447","123,653","124,266","127,441","141,458","118,542","117,295","112,886","111,896","115,025","118,954","123,415","111,262","138,302","136,215","127,578","134,852","145,923","142,099","172,556","176,229","172,121","197,375","182,469","181,882","172,551","162,998","157,648","152,615","153,434","135,189","135,198","131,339","135,550","139,807","146,702","155,352","158,159","158,398","148,538","147,415","149,547","150,699","150,736","158,948","161,919","168,149","207,647","208,218","203,244","223,113","190,086","194,006","194,168","176,600"
E08000012,Liverpool,E01006620,Liverpool 021C,"52,771","51,279","50,608","49,926","50,755","50,048","54,027","58,801","59,384","59,956","58,695","59,083","61,992","63,517","62,148","57,073","53,205","53,814","49,893","57,592","62,209","63,796","66,598","63,607","69,613","69,522","77,813","84,061","85,638","83,968","80,648","89,750","92,821","105,143","124,134","126,782","140,291","142,659","133,760","134,821","135,656","138,181","137,643","148,317","148,071","150,224","150,011","150,610","152,860","161,456","172,911","169,707","161,945","139,056","130,250","118,177","120,995","127,772","139,995","147,886","148,596","137,068","149,250","156,014","156,600","167,927","155,900",:,:,:,"115,167","110,393","122,466","128,389","125,021","142,921","141,389","139,208","145,333","142,406","140,462","143,107","139,716","143,994","135,306","136,279","146,626","152,295","156,406","158,106","174,298","179,535","206,107","202,821","186,867","186,571","169,647","187,500","197,909","203,955","200,735","193,379","196,667","202,243","200,823","202,028","213,827","214,702","240,324"
E08000012,Liverpool,E01006621,Liverpool 021D,"92,632","89,422","94,456","93,948","83,140","89,860","82,416","78,447","84,929","90,541","97,916","96,335","101,905","96,460","90,751","99,056","85,730","85,132","83,924","79,304","96,658","94,437","104,880","99,998","96,406","97,862","104,854","119,756","142,746","146,125","179,197","210,840","203,041","204,508","159,381","162,470","166,487","172,040","216,418","229,945","237,006","257,736","234,247","242,679","289,073","271,256","270,306","267,328","247,602","246,234","295,767","296,060","275,918","315,821","238,000","270,643","294,889","239,350","239,150","184,888","172,675","205,656","236,431","231,159","220,386","212,141","200,564","219,850","209,800","240,096","203,327","253,700","264,829","233,923","259,296","243,890","255,393","324,365","321,198","353,381","369,026","339,259","344,957","304,082","248,341","256,297","240,597","239,171","242,602","241,817","262,290","260,322","287,443","314,165","300,728","338,645","370,500","337,722","343,769","332,542","327,708","398,773","404,841","413,420","396,771","400,538","376,706","382,731","374,036"
E08000012,Liverpool,E01006622,Liverpool 021E,"57,981","56,072","55,066","63,119","64,902","68,044","69,141","64,908","64,997","67,236","68,509","71,229","68,221","65,052","65,348","63,950","67,952","70,757","71,927","75,444","77,188","78,344","89,632","86,853","93,200","96,219","96,397","111,640","114,914","117,278","123,227","129,757","132,614","148,186","150,559","169,092","168,233","170,379","180,954","172,854","178,692","182,750","178,292","175,750","181,458","177,485","180,397","186,200","183,818","185,746","180,358","170,966","167,871","164,161",:,"138,833","140,722","136,396","138,596","145,327","149,142","158,897","163,204","164,895","156,269","151,161","148,038","146,032","149,371","152,500","156,867","157,533","157,844","157,000","159,671","162,713","168,650","178,095","181,104","190,800","192,952","193,875","196,714","189,804","181,104","179,409","189,847","191,950","203,448","209,111","205,795","200,630","199,025","192,029","184,912","190,933","192,133","206,000","216,577","227,038","229,893","224,500","233,194","242,600","241,250","255,500","277,286","276,050","289,045"
E08000012,Liverpool,E01006623,Liverpool 013A,"66,832","65,627","63,038","66,829","64,962","64,833","73,206","81,968","90,953","93,760","95,715","94,279","91,006","93,144","97,127","99,643","100,808","102,120","99,529","95,860","95,498","94,931","97,284","106,211","113,963","111,079","120,693","132,439","130,070","146,846","168,110","219,262","233,482","229,515","229,948","187,524","186,336","196,452","206,307","223,496","219,871","210,227","211,309","193,676","200,452","202,202","193,233","204,364","203,177","202,665","212,654","194,414","209,421","211,619","220,500",:,"193,800","178,390","181,850","183,744","177,869","181,857","163,600","163,421","183,825","178,635","196,056","200,166","194,833","190,600","177,200","180,542","175,056","178,000","184,714","213,600","210,571","222,643","238,000","226,786","210,245","205,533","195,369","187,053","188,461","185,591","166,500","216,090","256,992","258,445","264,425","258,857","264,133","259,125","236,889","243,083","217,995","215,454","222,314","208,681","229,708","231,563","229,895","237,435","232,050","241,391","274,203","299,068","328,329"
E08000012,Liverpool,E01006624,Liverpool 013B,"36,814","31,522","34,700","32,810","37,465","40,972","46,438","49,236","45,401","43,424","35,434","36,135","38,085","40,008","39,040","37,644","37,983","40,205","42,774","42,752","44,729","45,079","40,298","45,056","51,583","50,632","54,685","51,135","43,156","45,487","48,346","51,770","60,273","66,075","76,140","77,605","73,407","72,636","110,179","122,873","129,483","130,331","127,582","126,369","129,850","127,950","125,458","127,076","121,652","125,908","128,522","125,553","129,636","120,667",:,"101,190","85,493","78,723","73,526","68,800","75,500","74,188","78,667","86,813","93,056","101,900","109,954","113,590","91,300","84,292","78,933","73,035","75,115","81,333","91,250","88,308","89,912","90,719","97,667","109,313","121,792","125,182","103,750","98,633","97,021","99,836","100,994","101,929","129,513","134,930","139,324","146,661","132,777","143,864","148,525","156,131","164,423","143,311","154,454","159,962","151,269","151,851","150,029","148,355","158,958","159,931","150,089","144,516","146,897"
E08000012,Liverpool,E01006625,Liverpool 016D,"41,957","41,350","44,866","50,079","50,773","50,189","50,665","46,107","45,856","46,657","47,944","52,102","52,073","51,952","51,337","48,962","49,516","47,933","50,474","57,594","59,129","60,178","61,209","63,696","62,562","66,944","73,484","77,195","81,983","83,782","81,871","89,596","102,474","107,456","112,838","115,267","121,415","123,005","137,561","141,512","145,684","144,069","133,462","138,393","136,633","131,237","142,214","139,467","140,318","149,915","144,093","145,877","147,571","151,357","130,063","115,125","111,350","115,318","117,111","122,111","128,950","122,950","124,417","123,577","121,927","121,332","113,388","113,572","116,163","126,363","136,384","136,122","139,763","137,925","133,150","130,769","131,955","131,958","130,571","121,296","115,429","104,488","103,218","117,202","121,406","137,580","153,250","141,462","129,967","126,594","130,765","134,450","146,831","139,711","139,675","147,523","147,525","151,836","152,865","142,458","150,964","153,286","157,150","166,725","174,575","184,500","193,281","195,800","194,594"
E08000012,Liverpool,E01006626,Liverpool 016E,"53,905","55,714","57,350","56,297","54,625","49,395","50,869","49,056","48,447","50,665","50,642","51,354","51,327","51,813","52,036","56,076","58,887","59,861","57,052","53,263","54,013","56,210","59,274","65,673","73,410","75,910","85,059","87,349","80,690","85,382","82,433","94,675","100,495","106,255","117,571","131,867","136,919","143,354","158,246","145,278","147,566","145,866","142,886","140,722","139,494","144,522","150,316","153,155","156,653","159,706","154,195","151,675","148,538","135,500","145,857","135,658","141,390",:,:,"147,550","145,118","150,530","126,715","125,958","119,278","120,318","132,750","134,000","129,545","134,292","135,333","147,188","149,167","139,389","127,454","124,333","123,900","129,466","139,219","138,563","145,045","150,667","138,375","133,979","136,403","134,560","139,063","142,847","141,917","143,859","156,333","160,710","167,385","172,623","170,881","179,083","183,000","177,270","186,819","186,679","193,250","217,250","213,864","212,917","216,405","211,125","212,024","229,000","234,846"
E08000012,Liverpool,E01006627,Liverpool 013C,"47,190","47,797","52,050","55,496","57,111","60,214","56,518","58,203","59,435","56,477","55,254","49,615","51,246","55,850","52,816","53,739","48,374","44,421","62,909","64,502","75,390","76,106","52,946","65,397","70,836","79,902","80,973","78,450","73,663","67,983","81,350","87,701","97,627","102,675","108,730","116,244","130,573","135,362","144,659","142,186","159,536","154,434","161,586","167,050","140,008","150,274","139,858","141,803","140,364","138,919","140,860","142,283","138,295","138,995","151,250","134,182","118,273","110,733","116,190","116,577","124,556","139,333","129,431","122,290","128,806","122,636","137,500","150,050","150,458","147,125","140,969","131,167","120,875","105,944","92,313","102,278","115,083","119,692","124,591","123,500","112,429","123,313","130,075","133,762","147,912","137,882","132,211","139,463","128,824","142,313","151,214","146,292","150,107","155,433","138,765","133,587","138,868","140,528","154,786","180,857","186,139","162,675","181,058","189,238","191,175","198,143","185,594","181,600","175,048"
E08000012,Liverpool,E01006628,Liverpool 052D,"59,935","64,459","68,463","69,531","75,164","69,127","74,730","77,126","69,888","73,314","74,306","69,461","70,441","63,458","50,067","52,188","54,322","58,907","57,061","57,982","56,555","59,233","69,054","82,508","95,664","92,431","91,715","97,219","99,533","102,971","111,015","108,952","113,709","120,546","126,853","139,981","149,771","151,566","151,338","155,426","148,489","148,231","148,484","140,308","138,954","139,468","135,693","139,950","145,627","150,917","175,987","165,837","165,833","152,799","134,857","139,333","149,643","154,917","142,867","147,071","130,269","132,115","134,333","139,650","154,952","151,708","156,656","143,900","137,182","155,729","169,556","177,223","158,043","166,594","169,295","162,413","180,563","159,121","164,997","202,704","222,823","236,632","241,692","216,863","180,417","181,000","173,866","168,288","184,627","199,517","205,827","211,512","257,150","237,783","240,589","240,024","209,711","224,915","212,238","222,548","253,007","244,607","270,042","267,053","252,613","254,750","238,028","274,400","315,150"
E08000012,Liverpool,E01006629,Liverpool 052E,"49,578","44,323","36,600","47,029","49,956","54,517","52,233","49,950","60,015","59,118","61,600","61,293","48,904","47,658","50,846","54,118","55,659","55,315","53,608","49,726","49,134","51,094","57,495","61,752","65,686","68,400","68,600","70,639","84,018","90,316","91,635","95,171","96,712","100,709","110,782","121,817","129,371","130,222","125,497","127,781","121,263","124,910","135,395","136,126","138,067","134,636","132,400","139,583","137,731","147,894","144,977","152,292","154,750","140,645","140,677","130,794","132,928","159,764","164,309","155,692","158,786","150,091","156,739","161,014","158,416","147,548","141,389","136,747","131,197","131,461","135,788","146,173","147,476","144,152","145,519","146,700","167,632","186,929","191,500","177,033","158,833","154,670","153,576","166,543","163,883","179,780","195,661","191,244","203,369","216,821","223,195","242,666","250,843","239,886","234,706","227,266","195,141","194,594","215,582","219,425","226,968","242,672","259,713","269,445","265,688","255,002","237,902","243,104","244,003"
E08000012,Liverpool,E01006630,Liverpool 044B,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"16,960","16,342","16,550",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"104,300","124,200","131,675","135,643","137,658","133,474",:,:,:,:,:,"59,900","63,063","62,917","64,688","69,000",:,:,:,:,"59,508","62,098","61,500","61,043","61,707","82,279","106,535","113,843","114,285","117,687","116,965","118,468","115,868","115,649","99,783","101,280","104,652","97,917","109,091","110,032","115,263","126,036","124,647","122,733","116,910","118,219","136,779","136,279","117,717","111,410","112,553","114,239","116,459","128,003","150,011","141,163","141,023","149,720","145,017","148,083","167,000"
E08000012,Liverpool,E01006632,Liverpool 044C,"24,866","23,686","21,462","20,368","20,600","21,435","23,896","24,406","23,605","23,517","22,406","23,619","23,921","25,039","27,090","25,606","22,095","19,050","15,889","18,292","19,814","23,418","22,918","24,029","24,418","24,881","24,416","24,543","26,921","26,256","27,916","34,603","34,994","44,013","49,902","52,736","61,519","65,241","70,571","69,659","71,246","70,966","66,147","77,286","76,431","79,892","84,164","83,313","85,802","94,356","86,137","84,968","85,429","61,444","65,625","67,333","67,573","61,645","63,860","62,518","63,563","73,800","80,859","79,495","77,495","69,869","60,983","66,039","70,873","73,323","73,708","70,583","63,889","63,917","66,964","74,389","74,353","78,393","79,143","77,036","78,687","74,198","70,636","68,169","66,350","68,035","68,091","79,663","84,314","84,942","90,304","94,062","88,720","91,189","91,180","89,780","93,875","95,147","99,033","105,708","112,125","117,111","117,133","119,308","115,927","123,229","118,571","113,125","130,900"
E08000012,Liverpool,E01006633,Liverpool 050B,"21,572","21,978","19,700","23,900",:,:,:,:,:,"17,286","18,278","19,945","22,155","26,258","30,810","27,229","25,607","24,411","23,225","23,609","24,669","24,354","24,156","25,244","22,619","23,494","21,413","26,421","29,087","25,770","26,211","23,328","24,788","34,328","39,622","49,734","52,865","55,855","63,674","64,803","68,028","69,330","71,404","73,107","73,171","78,370","81,180","84,865","83,380","85,713","85,095","83,779",:,:,:,:,:,:,"70,290",:,:,:,:,:,"68,642","63,999","52,188","52,188",:,:,:,"83,200","85,688","81,500","83,786","84,200","90,357","99,071","87,700","87,423","84,736","80,692","80,525","73,917","61,000","74,972","72,661","83,038","84,746","77,862","84,333","75,091","79,456","88,281","96,646","100,911","105,155","98,180","91,429","98,429","107,569","109,557","110,996","123,596","109,855","111,625","107,221","106,868","120,088"
E08000012,Liverpool,E01006637,Liverpool 017A,"20,780","22,400","20,317","20,880","19,925","18,067","23,380",:,:,:,:,:,:,:,:,:,:,:,:,"39,612","42,803","42,592","43,343","45,955","47,299","49,008","52,064","53,401","55,638","58,231","59,778","65,229","63,846","58,723","61,777","66,325","71,040","76,756","79,011","89,375","90,223","97,785","100,292","95,167","109,833","121,142","117,956","117,641","117,052","109,502","110,431","113,058","106,811","107,993","92,045","83,500","63,300","63,300",:,:,"88,100","83,278","83,458","77,292","78,636","75,400","67,875","69,500","64,100","61,250","62,145","58,408",:,:,"63,425","72,405","70,838","74,788","72,409","64,750","64,571","60,417","55,250","60,143","62,823","66,986","70,338","72,514","70,569","75,375","79,045","74,000","84,333","81,500","86,772","90,661","88,564","95,244","89,714","98,000","118,214","118,700","117,727","115,864","110,083","103,850","117,150","121,969","125,607"
E08000012,Liverpool,E01006638,Liverpool 017B,"18,611","16,890","18,689","20,571","23,791","25,603","24,012","24,607","21,605","18,838","17,375","16,990","16,314","16,283","20,950","19,125","22,000","24,000",:,:,:,:,"23,075","29,049","39,807","41,957","44,084","42,113","33,130","26,644","26,598","28,588","29,144","31,592","34,956","36,556","39,978","47,706","50,970","52,379","59,611","67,037","76,205","74,670","72,870","72,417","76,857","78,830","83,405","82,038","84,314","85,875","86,875","87,875",:,"92,000",:,:,:,"83,680",:,:,:,:,:,:,:,"66,833","66,083","63,583","64,758","60,910","60,175","61,610",:,:,:,:,"69,382","70,148","61,923","66,648","62,125","57,571","59,638","55,175","55,633","62,883","64,577","68,350","72,700","66,875","69,667","72,400","92,800","87,143","88,125","91,000","77,400",:,:,:,:,"92,500","105,500","102,900","107,000","122,286","130,200"
